시도,시군구,치매센터유형,치매센터명,소재지도로명주소,주요치매관리프로그램소개,운영기관전화번호,위도,경도
울산광역시,동구,치매안심센터,울산광역시 동구보건소 치매안심센터,울산광역시 동구 봉수로 155,"쉼터 운영,인지강화 및 인지재활 프로그램,힐링프로그램,자조모임",052-209-4060,35.505086,129.4164300357
강원도,원주시,치매안심센터,원주시치매안심센터,강원도 원주시 지니기길 11-20,치매조기검사,033-737-4541,37.32470828,127.924847
인천광역시,연수구,치매안심센터,연수구치매안심센터,인천광역시 연수구 예술로20번길 15,"무료치매검진, 등록관리, 교육홍보,인지개선프로그램, 가정방문(사례관리), 치매치료비 지원 등",032-749-8966,37.4357471,126.699593
전라남도,장흥군,치매안심센터,장흥군보건소 치매안심센터,전라남도 장흥군 장흥읍 동교1길 13,"치매예방 및 인식개선(교육, 홍보, 선도기관, 파트너양성)치매조기검진(선별, 진단,정밀)치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지강화 프로그램, 에방교실), 치매안심마을 운영, 치매쉼터, 치매실종예방사업, 치매치료비 지원, 치매조호물품지원,치매지역사회 지원강화, 치매통합관리 정보시스템 구축 운영",061-860-6498,34.6770039,126.907038
광주광역시,서구,치매안심센터,서구 치매안심센터,광주광역시 서구 운천로172번길 32(쌍촌동),"치매조기검진, 치료관리비 지원, 실종예방 인식표 보급, 치매 인식 개선 홍보 캠페인 등",062-350-4759,35.1481692,126.8601743
경상북도,경주시,광역치매센터,경상북도 광역치매센터,경상북도 경주시 동대로 87 동국대학교경주병원 5층,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업,054-777-6400,35.85850364,129.1928772
경상북도,군위군,치매안심센터,군위군치매안심센터,경상북도 군위군 군위읍 군청로 70,"조기검진, 상담및등록, 조호물품제공, 치매환자쉼터 운영 등",054-851-6000,36.2296599815,128.5699045819
충청남도,당진시,치매안심센터,당진시치매안심센터,충청남도 당진시 서부로 56,"치매조기검진, 사랑채, 쉼터, 권역별쉼터, 고대안심마을, 가족지원, 치매인식개선, 치매파트너",041-360-6075,36.88735969,126.6304725
충청북도,제천시,치매안심센터,제천시치매안심센터,충청북도 제천시 의림대로 242,"무료치매조기검진, 치매예방 및 인지재활 프로그램, 치매환자지원(치료비, 조호물품 등) 및 치매파트너 양성 등",043-641-3058,37.1493417043,128.2160864969
부산광역시,부산진구,치매안심센터,부산진구치매안심센터,부산광역시 부산진구 새싹로253,"치매조기검진, 치매대상자 등록관리, 치매치료관리비지원, 치매인식개선 및 홍보 등",051-605-6107,35.178777,129.0475494
전라북도,전주시,광역치매센터,전라북도광역치매센터,전라북도 전주시 덕진구 견훤로 393 2층,"치매관리사업 계획 및 치매연구치매안심센터 및 노인복지시설 기술지원치매관련 종사인력에 대한 교육, 훈련 치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등",063-247-6082,35.846046,127.152587
전라남도,곡성군,치매안심센터,곡성군치매안심센터,전라남도 곡성군 곡성읍 곡성로854,"등록관리, 쉼터,예방 등",061-360-8981,35.2788671618,127.2969045762
부산광역시,남구,치매안심센터,부산광역시남구 치매안심센터,부산광역시 남구 수영로 155(대연동),"인지재활프로그램, 고위험군 인지강화교실, 치매예방교실 등",051-607-3771,35.13495561,129.0835533
전라남도,고흥군,치매안심센터,고흥군 치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,치매검진 및 예방 교육 가족교실 및 인지강화교실 운영,061-830-6638,34.5919855,127.2692469
부산광역시,동구,치매안심센터,부산광역시 동구보건소 치매안심센터,부산광역시 동구 구청로 14,"치매조기검진, 쉼터, 인지재활프로그램, 가족지원사업 등",051-440-6443,35.12832585,129.0450622
강원도,고성군,치매안심센터,고성군치매안심센터,강원도 고성군 간성읍 수성로 30,"치매조기검진사업, 쉼터, 가족지지, 인지재활 등",033-680-3798,38.37761662,128.4721409
전라남도,목포시,치매안심센터,목포시 치매안심센터,전라남도 목포시 수문로32,"치매선별검사,치매인지재활프로그램, 치매환자등록관리",061-270-4271,34.79313246,126.3829319
인천광역시,중구,치매안심센터,중구치매안심센터,인천광역시 중구 참외전로72번길 21,"치매조기검진(선별,진단,감별검사), 치매환자등록관리, 맞춤형사례관리, 치매치료관리비 지원, 조호물품 지원, 치매안심마을 만들기, 공공후견인사업운영, 치매예방교실 운영(미술활동, 치매예방운동, 보드게임,한지공예,원예교실 등), 가족힐링프로그램(드라이플라워, 자조모임 등), 쉼터운영(운동치료,요리치료,미술치료,음악치료,감각활동,전산화인지재활,인지카드학습), 치매인식개선 및 홍보 사업, 치매파트너 양성사업 등.",032-760-6063,37.47721594,126.6291077
전라남도,장성군,치매안심센터,장성군치매안심센터,전라남도 장성군 장성읍 성산5길 17,"무료치매진단 및 선별검사, 치매극복의 날 캠페인, 치매파트너즈 교육, 치매예방, 인지재활교실 운영, 치매치료관리비 지원, 치매환자 쉼터, 가족카페 등",061-390-7160,35.3233003,126.808367
경상북도,봉화군,치매안심센터,봉화군치매안심센터,경상북도 봉화군 봉화읍 봉화로 1203,"치매상담 및 등록, 치매 조기검진, 치매환자 조호물품 지원, 치매환자 배회감지기 지원, 치매치료관리비 지원, 치매환자 맞춤형 사례관리, 치매환자쉼터(봉화,춘양,재산,명호) 운영, 치매보듬마을 조성사업, 치매인식개선 교육 및 홍보, 치매선도학교 및 서포터즈 운영, 치매보듬쉼터 운영, 치매예방 인지강화프로그램 운영, 치매안심병원 성과기반 인센티브 제공 시범사업 운영, 산림농업 치유프로그램 연계사업 운영",054-679-6791,36.89071878,128.7418543
전라북도,전주시,치매안심센터,전주시 치매안심센터,전라북도 전주시 완산구 전라감영로 33,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등",063-281-6291,35.81584604,127.1433514
전라남도,완도군,치매안심센터,완도군치매안심센터,전라남도 완도군 완도읍 농공단지길 34,치매조기검진 치매예방관리사업 치매사례관리 치매인식개선 및 홍보 치매공공후견인 치매치료관리비 지원사업,061-550-5810,34.33582329,126.731327
부산광역시,해운대구,치매안심센터,부산광역시 해운대구,부산광역시 해운대구 양운로 37번길 59,"치매조기검진(선별,정밀)치매환자 상담 및 등록관리조호물품지원치매치료비지원치매환자 공공후견인지원치매예방교실인지강화교실(두근두근뇌운동)인지재활교실 가족교실(헤아림)가족모임지원 등",051-749-0770,35.16410942,129.1786558
전라북도,군산시,치매안심센터,군산시치매안심센터,전라북도 군산시 공단대로 482(나운동),"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",063-454-5870,35.9646059,126.6897785
경상남도,양산시,치매안심센터,양산시치매안심센터,경상남도 양산시 중앙로 7-32,"치매조기검진 및 예방 사업, 치매치료비 지원, 치매 환자 및 가족 지원 사업",055-392-5175,35.33215753,129.0379934
부산광역시,서구,치매안심센터,서구치매안심센터,부산광역시 서구 구덕로 127,"치매조기검진, 등록관리, 인지향상교육, 의료비지원, 지역자원연계, 치매예방교육 및 인식개선사업 등",051-240-4912,35.09633258,129.022058
강원도,동해시,치매안심센터,강원도동해시치매안심센터,강원도 동해시 발한로 227 1층,"조기검진 및 상담, 치매치료관리비지원, 조호물품지원, 치매환자교실운영, 치매가족교실운영, 가족카페운영",033-530-2426,37.5495162,129.1081409
전라북도,장수군,치매안심센터,장수치매정신통합센터,"전라북도 장수군 장수읍 장천로 255-10, 2층","상담 등록서비스, 치매조기검진서비스. 치매치료관리비 지원, 조호물품 지원, 맞춤형 사례관리 서비스,치매환자 쉼터 프로그램 운영, 치매환자 가족지원서비스, 치매예방관리사업, 치매인식개선사업",063-350-2611,35.65513121,127.5191364
경기도,광주시,치매안심센터,치매안심센터,"경기도 광주시 초월읍 경충대로 1009-40, (쌍동리)","치매 조기검진, 맞춤형 사례관리 등치매예방 및 관리 서비스 제공",031-760-2521,37.36884573,127.3027505
광주광역시,동구,치매안심센터,동구치매안심센터,"광주광역시 동구 서남로 14, 7층","치매조기검진, 치매파트너 양성, 치매치료비지원, 인지재활교육, 치매예방교육",062-608-3490,35.14495168,126.9231621
강원도,철원군,치매안심센터,철원군치매안심센터,강원도 철원군 갈말읍 군탄로16,치매어르신쉼터프로그램+농촌치유프로그램+치매조기검진 및 진단검사+치매예방교실프로그램+찾아가는경노당프로그램+분소운영+치매안심마을프로그램+치매인식개선캠페인 및 파트너양성교육+치매실종예방교실,033-450-5105,38.1481382,127.3025602
강원도,평창군,치매안심센터,평창군치매안심센터,강원도 평창군 평창읍 종부로 61,"치매환자 쉼터프로그램, 치매가족헤아림프로그램, 치매예방인지재활프로그램, 치매재가환자방문인지재활프로그램",033-330-4900,37.36049168,128.388852
전라남도,담양군,치매안심센터,담양군치매안심센터,전라남도 담양군 담양읍 완동길 10-5,치매상담 및 등록관리사업+일반조기검진사업+치매치료관리비지원+치매환자조호물품제공+배회가능어르신인식표발급+인지강화프로그램운영+치매예방교육운영+치매예방교실운영+치매환자쉼터프로그램운영+헤아림가족교실운영+치매파트너양성+치매극복선도단체양성+치매환자맞춤형사례관리사업,061-380-3986,35.32470339,126.9807889
전라남도,광양시,치매안심센터,광양시 치매안심센터,전라남도 광양시 광양읍 호북길 13-3,"치매조기검진,치매가족자조모임,사례관리,인지강화프로그램",061-797-4059,34.980119,127.583648
서울특별시,용산구,치매안심센터,용산구치매안심센터,서울특별시 용산구 녹사평대로 150,"조기검진사업, 치매환자등록관리사업, 치매환자쉼터 운영사업, 가족모임운영, 교육 및 인지프로그램운영, 치매예방관리사업, 홍보사업, 치매파트너 양성, 지역자원강화사업 등",02-790-1541,37.5324394,126.9904783
서울특별시,동작구,치매안심센터,동작구치매안심센터,서울특별시 동작구 남부순환로 2025,"치매환자 상담 및 등록관리, 치매조기검진, 치매예방관리, 치매환자쉼터운영, 치매가족지원, 치매인식개선및교육홍보, 치매안심마을운영",02-598-6088,37.47643044,126.9736106
충청남도,청양군,치매안심센터,청양군치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,"치매환자쉼터, 인지재활프로그램, 치매가족교실, 치매자조모임, 치매예방교실",041-940-4500,36.45501978,126.8049308
경기도,안산시,치매안심센터,안산시상록수보건소 치매안심센터,경기도 안산시 상록구 차돌배기로1길 5,"조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",031-481-5857,37.30026357,126.8450629
경기도,안산시,치매안심센터,안산시단원보건소 치매안심센터,"경기도 안산시 단원구 화랑로 250,단원보건소 3층","조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",031-481-6556,37.32106713,126.8152625
전라북도,진안군,치매안심센터,진안군치매안심센터,전라북도 진안군 진안읍 진무로 1189,"치매조기검진, 치매의료비지원, 치매극복의날 기념행사, 한마음 치매극복 걷기대회, 치매환자 및 가족 프로그램, 치매인식개선사업, 치매안심마을운영, 치매공공후견인사업, 치매파트너 및 파트너플러스 양성, 치매극복선도단체, 맞춤형 돌봄 사례 등관리, 실종예방사업, 쉼터운영, 조호물품지원 등",063-430-8582,35.7973085385,127.4347748367
경상북도,청송군,치매안심센터,청송군치매안심센터,경상북도 청송군 청송읍 의료원길 19,"치매조기검진, 치매환자쉼터, 인지강화교실, 치매예방교실, 치매예방교육, 치매서포터즈 및 치매극복선도단체 양성, 치매보듬마을 운영, 우리마을예쁜치매쉼터운영, 치매환자사례관리, 치매환자가족교실,자조모임운영,치매치료관리비지원, 조호물품제공, 배회인식표 및 지문인기 등록, 치매극복 전국걷기행사, 치매극복의날 기념 행사,치매관사업 DB자료 등록 및 분석",054-870-7341,36.43113169,129.0518042
경기도,안양시,치매안심센터,동안치매안심센터,경기도 안양시 동안구 관악대로 375,무료 치매검사+쉼터운영+치매극복의 날 기념행사 등,031-8045-6801,37.40478889,126.9645303
서울특별시,서대문구,치매안심센터,서대문구치매안심센터,서울특별시 서대문구 연희로 290,경증 치매환자 대상 단기 보호(쉼터)운영+치매가족교육+온라인 치매예방 프로그램+치매어르신 바리스타 활동(카페운영)+야외 치유 프로그램 등,02-379-0183,37.58292926,126.9364454
경상북도,안동시,치매안심센터,경상북도 안동시 치매안심센터,경상북도 안동시 보현로12,치매검진+치매상담+치매쉼터+인지강화교실+치매예방교실+조호물품지원+치매가족지원,054-840-5789,36.55003666,128.7588531
서울특별시,노원구,치매안심센터,노원구치매안심센터,서울특별시 노원구 노해로437 노원구청 5층,치매조기검진+치매예방 및 등록관리+치매치료비 지원+쉼터 및 일상생활훈련센터 운영+지역자원강화 사업 등,02-911-7778,37.654126,127.056798
서울특별시,성북구,치매안심센터,성북구치매안심센터,"서울특별시 성북구 화랑로63,성북구보건소 5층",등록관리+선별검진+정밀검진+치료비지원+원인확진검사비 지원+예방 및 재활 프로그램,02-918-2223,37.60270967,127.0395315
경상남도,산청군,치매안심센터,산청군 치매안심센터,경상남도 산청군 산청읍 중앙로97,"등록관리, 조기검진,인지강화,예방교실, 단기쉼터 및 치매 카페 운영, 치매 인식개선 및 홍보, 치매치료관리 지원 등",055-970-7647,35.41608206,127.8842381
경기도,여주시,치매안심센터,여주시치매안심센터,경기도 여주시 여흥로 160번길 12,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3601,37.2947783225,127.6399084437
경기도,여주시,치매안심센터,북부치매안심센터,경기도 여주시 대신면 풍양1길 16,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3601,37.37205549,127.5852432
경기도,여주시,치매안심센터,남부치매안심센터,경기도 여주시 점동면 청안로 130-6,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3601,37.20571617,127.6624173
경기도,가평군,치매안심센터,가평군치매안심센터,경기도 가평군 가평읍 가화로 155-18,"맞춤형사례관리, 인지강화 및 치매예방교실, 단기쉼터운영, 치매파트너 및 파트너플러스 양성, 치매가족지지프로그램, 인식강화 등",031-580-2849,37.8335569,127.5104515
제주특별자치도,제주시,치매안심센터,제주동부치매안심센터,제주특별자치도 제주시 구좌읍 김녕로14길 6,치매조기검진 및 예방사업.등록관리사업.치매가족지원사업.인식개선 및 교육홍보사업. 치매안심마을 운영.실종노인 예방.치매공공후견사업등,064-728-7551,33.5543823,126.7513422
제주특별자치도,제주시,치매안심센터,제주시서부치매안심센터,제주특별자치도 제주시 한림읍 강구로 5,"치매조기검진 지원, 치매환자 및 가족 상담, 인지재활프로그램 등",064-728-8661,33.41208361,126.2695292
제주특별자치도,제주시,치매안심센터,제주시제주보건소 치매안심센터,제주특별자치도 제주시 연삼로 264,치매상담 및 등록관리. 치매조기검진. 치매예방 및 인지강화교실. 경증치매쉼터운영. 치매가족지원. 인식개선 및 교육홍보사업.안심마을 운영 등,064-728-8490,33.49159994,126.520239
부산광역시,서구,광역치매센터,부산광역시광역치매센터,부산광역시 서구 대신공원로26,"치매예방, 두드림 복합운동교실, 치매예방 두드림 인지교실 및 가상현실(VR) 인지프로그램",051-240-2560,35.11954591,129.0180242
전라남도,무안군,치매안심센터,무안군치매안심센터,전라남도 무안군 무안읍 불무로 38-9,"치매조기검진, 치매상담 및 등록관리, 치매예방교육, 인지강화교실, 쉼터, 가족교실, 자조모임, 치매인식개선교육",061-450-5075,34.98830097,126.4735172
전라남도,영광군,치매안심센터,영광군치매안심센터,전라남도 영광군 영광읍 신남로 4길 17,"등록관리, 프로그램 운영 등",061-350-4806,35.27468261,126.5041643
전라남도,함평군,치매안심센터,함평군보건소,전라남도 함평군 함평읍 중앙길 54-8,"치매조기검진, 치매예방교실, 인지향상프로그램,  치매치료관리비지원, 치매환자등록관리, 실종예방사업 등",061-320-2390,35.061896,126.524248
서울특별시,은평구,치매안심센터,은평구치매안심센터,서울특별시 은평구 연서로34길 11,"치매 조기검진 및 등록관리, 치료비 지원 및 사례관리, 인지건강프로그램 운영, 치매예방 교육 및 홍보",02-388-8233,37.6215461,126.9277208
전라북도,부안군,치매안심센터,부안군 치매센터,전라북도 부안군 부안읍 오리정로 124,"무료치매검사, 진단검사 치매극복의 날 기념행사, 쉼터 운영등",063-580-3066,35.72283463,126.7355916
경상북도,포항시,치매안심센터,포항시남구치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4260,35.9704125023,129.4051469638
경상북도,포항시,치매안심센터,포항시북구치매안심센터,경상북도 포항시 북구 삼흥로 96(장성동),"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4171,36.0707218217,129.3797118808
경기도,시흥시,치매안심센터,시흥시 치매안심센터(연성센터),경기도 시흥시 장현천1길 32,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-6825,37.38413218,126.8021091
경기도,시흥시,치매안심센터,시흥시 치매안심센터(정왕센터),경기도 시흥시 정왕대로233번길 19,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5930,37.34672069,126.7401529
경기도,시흥시,치매안심센터,시흥시 치매안심센터(대야신천센터),경기도 시흥시 호현로 55,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5857,37.445579,126.785283
경기도,안성시,치매안심센터,안성시 치매안심센터,경기도 안성시 강변로 74번길 18,"치매조기검진 및 환자등록, 맞춤형 사례관리, 치매쉼터 운영, 치매예방교실, 가족교육, 치매치료관리비지원, 실종예방 지문인식 및 배회인식표발급,  등",031-678-3003,37.0001476,127.2698156
서울특별시,송파구,치매안심센터,서울특별시송파구치매안심센터,서울특별시 송파구 충민로 184,"치매조기검진, 치매인식개선 및 등록관리사업, 쉼터 및 인지건강프로그램 운영 등",02-2147-5050,37.48578411,127.1341622
충청남도,계룡시,치매안심센터,계룡시 치매센터,충청남도 계룡시 장안로 54,무료치매검사,042-840-3681,36.2730058,127.250047
경상북도,영양군,치매안심센터,영양군치매안심센터,"경상북도 영양군 영양읍 동서대로 82, 3층 치매안심센터","치매조기검진 및 등록사업, 사례관리, 치매치료관리비 지원, 조호물품제공, 치매환자쉼터 및 가족카페 운영, 치매인식개선 및 교육홍보, 치매어르신 실종예방 사업 등",054-680-5100,36.66194441,129.1180656
전라북도,고창군,치매안심센터,고창군 치매안심센터,전라북도 고창군 고창읍 전봉준로 90,"치매환자 등록관리, 인지증진 및 재활프로그램, 맞춤형사례관리, 가족지원프로그램 등",063-560-8725,35.4437625509,126.6832504419
대전광역시,중구,광역치매센터,대전광역치매센터,대전광역시 중구 문화로 282,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",042-280-8968,36.31684464,127.4153053
대전광역시,동구,치매안심센터,동구치매안심센터,대전광역시 동구 현암로 22,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-621-6011,36.34298597,127.4204612
대전광역시,중구,치매안심센터,중구치매안심센터,대전광역시 중구 중앙로 100,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-8180,36.32557592,127.4212943
경상북도,청도군,치매안심센터,청도군치매안심센터,경상북도 청도군 화양읍 산성강변길 472,치매진단등록+환자쉼터+인지재활치료+비약물치료,054-370-6470,35.654342,128.7381579
경기도,안양시,치매안심센터,만안치매안심센터,경기도 안양시 만안구 문예로 48 (6층),무료 치매검사+쉼터 운영+치매극복의 날 기념행사 등,031-8045-3180,37.38589781,126.9329448
대전광역시,서구,치매안심센터,서구치매안심센터,대전광역시 서구 둔산서로 100,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-4470,36.355071,127.3833597
대전광역시,유성구,치매안심센터,유성구치매안심센터,대전광역시 유성구 박산로 177,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-611-5112,36.354491,127.328811
대전광역시,대덕구,치매안심센터,대덕구치매안심센터,대전광역시 대덕구 동춘당로 187,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-608-4491,36.36720857,127.4308384
전라남도,순천시,광역치매센터,전라남도광역치매센터,전라남도 순천시 순광로 221,"치매관련 자원 발굴, 치매 연구·통계",061-286-6041,34.96375005,127.542936
전라남도,여수시,치매안심센터,여수시치매안심센터,전라남도 여수시 신월로 794,"등록관리, 프로그램 운영 등",061-659-5440,34.73915914,127.7260493
전라남도,순천시,치매안심센터,순천시치매안심센터,전라남도 순천시 중앙로 232,"치매선별검사, 인지재활프로그램 등",061-749-8888,34.96667705,127.4860726
전라남도,나주시,치매안심센터,나주시치매안심센터,전라남도 나주시 이창동 풍물시장2길 57-32,"치매조기검진, 프로그램 운영 등",061-339-2101,34.99522645,126.708224
전라남도,광양시,치매안심센터,광양시치매안심센터,전라남도 광양시 광양읍 호북길 13-3,"치매조기검진, 상담등록관리 등 운영",061-797-4059,34.98010194,127.5836099874
전라남도,담양군,치매안심센터,담양군치매안심센터,전라남도 담양군 담양읍 완동길 10-5,"치매환자 쉼터 운영, 조기검진",061-380-2963,35.32470177,126.9807438
전라남도,곡성군,치매안심센터,곡성군치매안심센터,전라남도 곡성군 곡성읍 곡성로 854,"등록관리, 쉼터,예방 등",061-360-8981,35.27886716,127.2969046
전라남도,구례군,치매안심센터,구례군치매안심센터,전라남도 구례군 구례읍 동편제길 30,"치매쉼터프로그램, 치매예방교실, 인지강화 교실",061-780-2023,35.21607284,127.4617801
전라남도,고흥군,치매안심센터,고흥군치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,"조기검진,치매관리",061-830-6969,34.5919855,127.2692469
전라남도,보성군,치매안심센터,보성군치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,"조기검진, 치매등록, 쉼터, 인지강화교실 등",061-850-8695,34.76645647,127.0712437
전라남도,화순군,치매안심센터,화순군치매안심센터,전라남도 화순군 화순읍 충의로 40,"치매조기검진, 프로그램 운영 등",061-379-5317,35.05539364,126.9820968
전라남도,장흥군,치매안심센터,장흥군치매안심센터,전라남도 장흥군 동교1길 13,"등록관리, 조기검진, 프로그램 운영 등",061-860-6498,34.67707296,126.9070034
전라남도,강진군,치매안심센터,강진군치매안심센터,전라남도 강진군 강진읍 목리길 11,"등록관리, 치매조기검진, 프로그램 운영 등",061-430-5942,34.63833623,126.7757100266
전라남도,해남군,치매안심센터,해남군치매안심센터,전라남도 해남군 해남로 46,"치매환자쉼터, 가족교실, 치매예방 및 인지강화교실",061-531-3703,34.600073,126.599957
전라남도,영암군,치매안심센터,영암군치매안심센터,전라남도 영암군 오리정길 39,"쉼터, 안심마을",061-470-6030,34.79533941,126.7033414
전라남도,무안군,치매안심센터,무안군치매안심센터,전라남도 무안군 무안읍 불무로 38-9,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-450-5067,34.98830267,126.4735676
전라남도,함평군,치매안심센터,함평군치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,"치매조기검진, 쉼터운영 등",061-320-2507,35.0618959,126.524249
전라남도,장성군,치매안심센터,장성군치매안심센터,전라남도 장성군 장성읍 성산5길 17,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-390-7160,35.3233003,126.808367
전라남도,완도군,치매안심센터,완도군치매안심센터,전라남도 완도군 완도읍 농공단지길 34,"치매조기검진, 사례관리, 치료비 지원",061-550-5810,34.33582329,126.7313246
전라남도,진도군,치매안심센터,진도군치매안심센터,전라남도 진도군 진도읍 남동1길 40-9 진도군보건소,"등록관리,예방교실 운영",061-540-6962,34.48037351,126.2629165
전라남도,신안군,치매안심센터,신안군치매안심센터,"전라남도 신안군 압해읍 천사로 1004, 보건소 1층","치매조기검진, 사례관리 등",061-243-8550,34.83360218,126.3514253
경상북도,고령군,치매안심센터,고령군치매안심센터,경상북도 고령군 대가야읍 왕릉로 56-5,"치매예방프로그램, 고위험군인지강화프로그램, 치매조기검진 및 진단·감별검사, 치매환자쉼터, 가족교실, 치매환자 맞춤형 사례관리, 인식개선 및 홍보사업",054-950-7961,35.72523408,128.2648145
경기도,용인시,치매안심센터,용인시처인구치매안심센터,경기도 용인시 처인구 중부대로 1199,"무료치매검사, 치매예방프로그램 운영, 치매환자 및 가족프로그램 운영, 치매인식개선 사업 등",031-324-2700,37.240867332,127.1779683677
경기도,용인시,치매안심센터,용인시기흥구치매안심센터,경기도 용인시 기흥구 신갈로58번길 11,"치매예방교실, 치매가족카페, 치매진단검사, 치매가족교실",031-324-6981,37.2726060256,127.1067678384
경기도,용인시,치매안심센터,용인시수지구치매안심센터,"경기도 용인시 수지구 문정로20, 3층","상담 및 등록관리사업, 치매조기검진 및 예방관리사업, 치매환자쉼터 운영사업, 치매가족 지원사업, 치매인식개선 및 교육 홍보사업, 치매안심마을 운영",031-324-8516,37.3227665806,127.0963427943
부산광역시,강서구,치매안심센터,부산광역시 강서구 치매안심센터,부산광역시 강서구 낙동북로102번길 76,"치매상담 및 등록,치매조기검진사업,치매예방교실,치매환자쉼터,치매가족교실,치매치료비지원,치매환자조호물품지원,치매인식개선사업 등",051-970-2610,35.21620512,128.9376702
부산광역시,기장군,치매안심센터,기장군 치매안심센터,부산광역시 기장군 정관읍 용수로 11,"치매 선별검사, 치매환자 인지재활 프로그램, 치매환자가족교실, 자조모임, 치매 예방교육 등",051-709-2982,35.31331082,129.2442307
